n,date,title,author,url
408,2012-09-09,"Romance, the Quirky Souvenir",Eve Fairbanks,https://www.nytimes.com/2012/09/09/fashion/romance-the-ultimate-souvenir.html
409,2012-09-16,"You May Call It Cheating, but We Don’t",Ada Calhoun,https://www.nytimes.com/2012/09/16/fashion/modern-love-you-may-call-it-cheating-but-we-dont.html
410,2012-09-23,He’s Playing Our Song,Mariclare Lawson,https://www.nytimes.com/2012/09/23/fashion/hes-playing-our-song.html
411,2012-09-30,Another Voice Had Come Between Us,Patricia Morrisroe,https://www.nytimes.com/2012/09/30/fashion/competing-with-another-woman-or-at-least-a-voice.html
412,2012-10-07,It’s Not Just a Mouse That Has to Click,Carolyn Bucior,https://www.nytimes.com/2012/10/07/fashion/when-dating-takes-more-than-the-click-of-a-mouse.html
413,2012-10-14,"First the Proposal, Then Remodeling",Linda Carlson,https://www.nytimes.com/2012/10/14/fashion/first-the-proposal-then-the-remodeling.html
414,2012-10-21,"Changing Two Lives, Then the World",Kevin Farrell,https://www.nytimes.com/2012/10/21/fashion/a-soldier-leaves-a-girl-behind.html
415,2012-10-28,"After Years of Silence, a Voice Restored",Noelle Howey,https://www.nytimes.com/2012/10/28/fashion/encouraging-a-partner-to-find-his-voice.html
416,2012-11-04,Sleeping With the (Political) Enemy,Sheila Heen,https://www.nytimes.com/2012/11/04/fashion/the-mixed-politics-marriage.html
417,2012-11-11,Finding the Courage to Reveal a Fetish,Jillian Keenan,https://www.nytimes.com/2012/11/11/fashion/modern-love-a-spanking-fetish-is-not-revealed-easily.html
418,2012-11-18,A Role I Was Born to Play,Evan James,https://www.nytimes.com/2012/11/18/fashion/a-role-he-was-born-to-play.html
419,2012-11-25,After the Affair,Judy Wachs,https://www.nytimes.com/2012/11/25/fashion/modern-love-learning-to-love-again-after-the-affair.html
420,2012-12-02,"Married, but Dancing by Myself",Teresa Link,https://www.nytimes.com/2012/12/02/fashion/modern-love-i-was-married-but-dancing-by-myself.html
421,2012-12-09,"A Disaster Scenario, Rewritten",Julie Goldberg,https://www.nytimes.com/2012/12/09/fashion/a-disaster-scenario-rewritten.html
422,2012-12-16,"A Sister’s Comfort, if Not a Cure",Tara Ebrahimi,https://www.nytimes.com/2012/12/16/fashion/modern-love-providing-comfort-when-a-cure-is-out-of-reach.html
423,2012-12-23,"A Holiday Built on Presence, Not Presents",Carolyn S. Briggs,https://www.nytimes.com/2012/12/23/fashion/modern-love-building-christmas-on-presence-not-presents.html
424,2012-12-30,"Three Mothers, One Bond",Jennifer Hauseman,https://www.nytimes.com/2012/12/30/fashion/modern-love-three-mothers-one-bond.html
425,2013-01-06,"Chubby, Skinny, Accepting",Cole Kazdin,https://www.nytimes.com/2013/01/06/fashion/chubby-skinny-accepting-modern-love.html
426,2013-01-13,Friends Without Benefits,Hannah Selinger,https://www.nytimes.com/2013/01/13/fashion/modern-love-friends-without-benefits.html
427,2013-01-20,"Labels of Married Life, in a New Light",Margot Page,https://www.nytimes.com/2013/01/20/fashion/labels-of-married-life-in-a-new-light-modern-love.html
428,2013-01-27,The Race Grows Sweeter Near Its Final Lap,Eve Pell,https://www.nytimes.com/2013/01/27/style/modern-love-the-race-grows-sweeter-near-its-final-lap.html
429,2013-01-27,The Race Grows Sweeter Near Its Final Lap,Eve Pell,https://www.nytimes.com/2013/01/27/fashion/the-race-grows-sweeter-near-its-final-lap-modern-love.html
430,2013-02-03,Finally Stepping Out From Behind the Computer,Anita Felicelli,https://www.nytimes.com/2013/02/03/fashion/stepping-out-from-behind-the-e-mail.html
431,2013-02-10,My Touchstone and a Heart of Gold,Caroline Leavitt,https://www.nytimes.com/2013/02/10/fashion/a-writers-tortoise-leads-the-way-to-happiness-modern-love.html
432,2013-02-17,The Gift Was as Flimsy as My Rationale,David Finch,https://www.nytimes.com/2013/02/17/fashion/seduced-by-a-gift-that-broke-the-rules-modern-love.html
433,2013-02-24,Celebrating the Upside of an Emotional Plunge,Natalie Lindeman,https://www.nytimes.com/2013/02/24/fashion/the-upside-of-an-emotional-plunge-modern-love.html
434,2013-03-03,"Limping Toward the Truth, Wherever It Might Be",Amary Wiggin,https://www.nytimes.com/2013/03/03/fashion/limping-toward-the-truth-modern-love.html
435,2013-03-10,"Though Now Apart, We Faced a Common Enemy",Jacqueline Sheehan,https://www.nytimes.com/2013/03/10/fashion/though-now-apart-we-faced-a-common-enemy-modern-love.html
436,2013-03-17,Hiding From the Truth,Ryan Crawford,https://www.nytimes.com/2013/03/17/fashion/hiding-from-the-truth-modern-love.html
437,2013-03-24,Ready in Case the Other Shoe Should Drop,Julia Anne Miller,https://www.nytimes.com/2013/03/24/fashion/the-fear-of-surrendering-again-modern-love.html
438,2013-03-31,How to Break Up With a 2-Year-Old,Laurie Sandell,https://www.nytimes.com/2013/03/31/fashion/how-to-break-up-with-a-2-year-old.html
439,2013-04-07,"A Life Plan for Two, Followed by One",Marina Shifrin,https://www.nytimes.com/2013/04/07/fashion/a-life-plan-for-two-followed-by-one-modern-love.html
440,2013-04-14,"Despite the Losses, So Much Gained",Leah Keith,https://www.nytimes.com/2013/04/14/fashion/health-scare-turns-out-to-be-a-blessing.html
441,2013-04-21,From Humiliation to Appreciation,Annie Chagnot,https://www.nytimes.com/2013/04/21/fashion/from-humiliation-to-appreciation-modern-love.html
442,2013-04-28,"Yes, I Really Am Bisexual. Deal With It.",Wilson Diehl,https://www.nytimes.com/2013/04/28/fashion/yes-i-really-am-bisexual-deal-with-it.html
443,2013-05-05,"Love, Light, Strength (and Glue)",Sarah Kishpaugh,https://www.nytimes.com/2013/05/05/fashion/love-light-strength-and-glue-modern-love.html
444,2013-05-12,Overfed on a Mother’s Affection,Sung J. Woo,https://www.nytimes.com/2013/05/12/fashion/moms-cooking-comes-between-a-husband-and-wife.html
445,2013-05-19,Making a Hard Choice for a Soft Landing,Tana Wojczuk,https://www.nytimes.com/2013/05/19/fashion/making-a-hard-choice-for-a-soft-landing-modern-love.html
446,2013-05-26,"Losing a ‘Boyfriend,’ the Best Way Possible",Augusten Burroughs,https://www.nytimes.com/2013/05/26/fashion/losing-a-boyfriend-the-best-way-possible-modern-love.html
447,2013-06-02,A Choice Not as Easy as It Looked,,https://www.nytimes.com/2013/06/02/fashion/My-Husbands-New-Son-Modern-Love.html
448,2013-06-09,What’s Alikeness Got to Do With It?,,https://www.nytimes.com/2013/06/09/fashion/Adoration-Trumped-Differences-Until-It-Didnt-Modern-Love.html
449,2013-06-16,Do Not Adjust Your Screen or Sound,,https://www.nytimes.com/2013/06/16/fashion/Do-Not-Adjust-Your-Screen-or-Sound-modern-love.html
450,2013-06-23,How I Got to Here (Updated With Podcast),Leslie Lehr,https://www.nytimes.com/2013/06/23/fashion/how-i-got-to-here-modern-love.html
451,2013-06-30,The View From the Victim Room,Courtney Queeney,https://www.nytimes.com/2013/06/30/fashion/the-view-from-the-victim-room-modern-love.html
452,2013-07-07,An American Dream I Couldn’t Share,,https://www.nytimes.com/2013/07/07/fashion/an-american-dream-i-couldnt-share-Modern-Love.html
453,2013-07-14,A Life That Can Fracture a Relationship,Joe Stewart,https://www.nytimes.com/2013/07/14/fashion/a-life-that-can-fracture-a-relationship.html
454,2013-07-21,A Lesson in the Desert,,https://www.nytimes.com/2013/07/21/fashion/A-Lesson-in-the-Desert-modern-love.html
455,2013-07-28,"Uh, Honey, That’s Not Your Line",Matteson Perry,https://www.nytimes.com/2013/07/28/fashion/uh-honey-thats-not-your-line.html
456,2013-08-04,Breaking Free From the Nesting Doll,Natalie Standiford,https://www.nytimes.com/2013/08/04/fashion/breaking-free-from-the-nesting-doll.html
457,2013-08-11,"A Dollar a Day, for Only 20 Years",Steven Petrow,https://www.nytimes.com/2013/08/11/fashion/a-dollar-a-day-for-only-20-years-modern-love.html
458,2013-08-18,A Pact to Make the Heart Grow Fonder?,,https://www.nytimes.com/2013/08/18/fashion/A-Pact-to-Make-the-Heart-Grow-Fonder-modern-love.html
459,2013-08-25,Picking Up the Scent on the Road to Bliss,Tatjana Soli,https://www.nytimes.com/2013/08/25/fashion/picking-up-the-scent-on-the-road-to-bliss.html
460,2013-09-01,Just Holding on Through the Curves,,https://www.nytimes.com/2013/09/01/fashion/Just-Holding-On-Through-the-Curves-modern-love.html
461,2013-09-08,Chained to the Hearth or Warmed by It?,Lynn Messina,https://www.nytimes.com/2013/09/08/fashion/chained-to-the-hearth-or-warmed-by-it.html
462,2013-09-15,"Age Is No Obstacle to Love, or Adventure",,https://www.nytimes.com/2013/09/15/fashion/Age-Is-No-Obstacle-to-Love-or-Adventure-modern-love.html
463,2013-09-22,"The Messy-Kitchen, Parking-Spot War",Judith Gille,https://www.nytimes.com/2013/09/22/fashion/the-messy-kitchen-parking-spot-war.html
464,2013-09-29,Rallying to Keep the Game Alive,Ann Leary,https://www.nytimes.com/2013/09/29/fashion/rallying-to-keep-the-game-alive.html
465,2013-10-06,A Feminist’s Daughter Finds Love in the Kitchen,Janet Benton,https://www.nytimes.com/2013/10/06/fashion/a-feminists-daughter-finds-love-in-the-kitchen.html
466,2013-10-13,"A Husband Lost, a Daughter Found",Tré Miller Rodríguez,https://www.nytimes.com/2013/10/13/fashion/a-husband-lost-a-daughter-found.html
467,2013-10-20,Learning to Lean In Together,Paula Derrow,https://www.nytimes.com/2013/10/20/fashion/learning-to-lean-in-together-modern-love.html
468,2013-10-27,Recalling Painful Lessons in Forgiveness,Margo Steines,https://www.nytimes.com/2013/10/27/fashion/recalling-painful-lessons-in-forgiveness.html
469,2013-11-03,A Wave of Good Indicators,,https://www.nytimes.com/2013/11/03/fashion/A-Wave-of-Good-Indicators-modern-love.html
470,2013-11-10,"After a Parent’s Death, a Rush of Change",,https://www.nytimes.com/2013/11/10/fashion/After-a-Parents-Death-a-Rush-of-Change-modern-love.html
471,2013-11-17,Nursing a Wound in an Appropriate Setting,,https://www.nytimes.com/2013/11/17/fashion/Modern-Love-Nursing-a-Wound-in-an-Appropriate-Place-.html
472,2013-11-24,A Silent Partner to Share the Path of Love,Sarah Herrington,https://www.nytimes.com/2013/11/24/fashion/a-silent-partner-to-share-the-path-of-love.html
473,2013-12-01,Coming Out as a Modern Family (Updated With Podcast),Maria Bello,https://www.nytimes.com/2013/12/01/fashion/coming-out-as-a-modern-family-modern-love.html
474,2013-12-08,A Warrior Learns a Different Pose,,https://www.nytimes.com/2013/12/08/fashion/A-Warrior-Learns-a-Different-Pose-modern-love.html
475,2013-12-15,"Before the Web, Hearts Grew Silent (Updated With Podcast)",David Vecsey,https://www.nytimes.com/2013/12/15/fashion/before-the-web-hearts-grew-silent.html
476,2013-12-22,"In Marriage, Beware of Big Boxes",,https://www.nytimes.com/2013/12/22/fashion/In-Marriage-Beware-of-Big-Boxes-modern-love.html
477,2013-12-29,Learning to Measure Time in Love and Loss,Chris Huntington,https://www.nytimes.com/2013/12/29/fashion/learning-to-measure-time-in-love-and-loss.html
478,2014-01-05,The Hard-Won Lessons of the Solitary Years,,https://www.nytimes.com/2014/01/05/fashion/Modern-love-The-Hard-Won-Lessons-of-a-Solitary-Life.html
479,2014-01-12,"A Third Ring, Bearing the Most Important Truth",,https://www.nytimes.com/2014/01/12/fashion/A-Third-Ring-Bearing-the-Most-Important-Truth-modern-love.html
480,2014-01-19,"Adrift Too Long, Searching for a Navigator",Leah Vincent,https://www.nytimes.com/2014/01/19/fashion/adrift-too-long-searching-for-a-navigator.html
481,2014-01-26,How Hollywood Ruined Me for Romance,Benjamin Svetkey,https://www.nytimes.com/2014/01/26/fashion/how-hollywood-ruined-me-for-romance-modern-love.html
482,2014-02-02,Good Enough? That’s Great,Daniel Jones,https://www.nytimes.com/2014/02/02/fashion/good-enough-thats-great.html
483,2014-02-09,"Did Mother, Maybe, Not Know Best?",Heidi Basarab,https://www.nytimes.com/2014/02/09/fashion/did-mother-maybe-not-know-best.html
484,2014-02-16,Learning to Silence My Inner Editor,Jessie Ren Marshall,https://www.nytimes.com/2014/02/16/fashion/learning-to-silence-my-inner-editor.html
485,2014-02-23,"Clinging to Each Other, We Survived the Storm",Monica Wesolowska,https://www.nytimes.com/2014/02/23/fashion/modern-love-clinging-to-each-other-we-survived-the-storm.html
486,2014-03-02,Moving on From Make-Believe,Joy Bullen,https://www.nytimes.com/2014/03/02/fashion/modern-love-moving-on-from-make-believe.html
487,2014-03-09,What Lou Reed Taught Me About Love,,https://www.nytimes.com/2014/03/09/fashion/What-Lou-Reed-Taught-Me-About-Love-modern-love.html
488,2014-03-16,"A Second Embrace, With Hearts and Eyes Open",,https://www.nytimes.com/2014/03/16/fashion/modern-love-A-Second-Embrace-With-Hearts-and-Eyes-Open-.html
489,2014-03-23,"An Act of Protection, Even as Things Fell Apart",,https://www.nytimes.com/2014/03/23/fashion/Modern-Love-An-Act-of-Protection-Even-as-Things-Fell-Apart-.html
490,2014-03-30,"Broken, Not Bound, by an Intimate Tie",,https://www.nytimes.com/2014/03/30/fashion/Modern-Love-broken-not-bound-by-an-intimate-tie.html
491,2014-04-06,His Promise Would Not Be Denied,,https://www.nytimes.com/2014/04/06/fashion/Modern-Love-His-Promise-Would-Not-Be-Denied-.html
492,2014-04-13,"What the Sea Took Away, a Daughter Restores",,https://www.nytimes.com/2014/04/13/fashion/Modern-love-What-the-Sea-Took-Away-a-Daughter-Restores-.html
493,2014-04-20,Is God Just Not That Into Me?,,https://www.nytimes.com/2014/04/20/fashion/Modern-love-Is-God-Just-Not-That-Into-Me.html
494,2014-04-27,"My Illness, the Third Partner in Our Relationship",,https://www.nytimes.com/2014/04/27/fashion/Modern-Love-My-Illness-the-Third-Partner-in-Our-Relationship.html
495,2014-05-04,Healing Sought (Bring Your Own Magic),,https://www.nytimes.com/2014/05/04/fashion/Modern-Love-Healing-Sought-Bring-Your-Own-Magic-.html
496,2014-05-11,Promises That Can Bend Without Breaking,,https://www.nytimes.com/2014/05/11/fashion/Modern-Love-Promises-That-Can-Bend-Without-Breaking.html
497,2014-05-18,My Marriage: A Course in Desert Survival,,https://www.nytimes.com/2014/05/18/fashion/Modern-Love-my-marriage-a-course-in-desert-survival.html
498,2014-05-25,Transference? I’ll Take It,Michelle Huneven,https://www.nytimes.com/2014/05/25/fashion/modern-love-transference-ill-take-it.html
499,2014-06-01,Let’s Not Pretend to Be Who We Aren’t,,https://www.nytimes.com/2014/06/01/fashion/modern-love-role-playing-Lets-Not-Pretend-to-Be-Who-We-Arent-.html
500,2014-06-08,"In a Small Bag, She Packed All Our Hopes (Updated With Podcast)",Tim McEown,https://www.nytimes.com/2014/06/08/fashion/in-a-small-bag-she-packed-all-our-hopes.html
501,2014-06-15,"We Didn’t Have a Plan, but the Baby Did",Carlos Kotkin,https://www.nytimes.com/2014/06/15/fashion/we-didnt-have-a-plan-but-the-baby-did.html
502,2014-06-22,An Empty Heart Is One That Can Be Filled,Lily King,https://www.nytimes.com/2014/06/22/fashion/an-empty-heart-is-one-that-can-be-filled.html
503,2014-06-29,In the Company of Known Strangers,Michael McGriff,https://www.nytimes.com/2014/06/29/fashion/in-the-company-of-known-strangers.html
504,2014-07-06,Taking Marriage One Year at a Time,,https://www.nytimes.com/2014/07/06/fashion/Modern-Love-Taking-Marriage-One-Year-at-a-Time.html
505,2014-07-13,Unraveling a Dark Family Secret,Nomi Eve,https://www.nytimes.com/2014/07/13/fashion/modern-love-unraveling-a-dark-family-secret.html
506,2014-07-20,"Replaying the Past, to a New Soundtrack",,https://www.nytimes.com/2014/07/20/fashion/Modern-Love-Replaying-the-Past-to-a-New-Soundtrack.html
507,2014-07-27,The Wisdom of the Moving Man,Emily Raboteau,https://www.nytimes.com/2014/07/27/fashion/the-wisdom-of-the-moving-man.html
508,2014-08-03,Agreeing to Accept and Move On,Elizabeth Koster,https://www.nytimes.com/2014/08/03/fashion/a-mother-and-daughter-let-go.html
509,2014-08-10,"In a Balm of Space and Time, Healing",,https://www.nytimes.com/2014/08/10/fashion/Modern-love-In-a-Balm-of-Space-and-Time-Healing.html
510,2014-08-17,"We Were a Party of Two, but Never Quite Alone",Linda Button,https://www.nytimes.com/2014/08/17/fashion/we-were-a-party-of-two-but-never-quite-alone.html
511,2014-08-24,‘We Pledge Allegiance ... ’,Debby Greene,https://www.nytimes.com/2014/08/24/fashion/we-pledge-allegiance.html
512,2014-08-31,Waiting Patiently for the Wall to Crumble,,https://www.nytimes.com/2014/08/31/fashion/Modern-Love-Waiting-Patiently-for-the-Wall-to-Crumble.html
513,2014-09-07,"For Kayden Kross, the Family Business Happens to Be Porn",Kayden Kross,https://www.nytimes.com/2014/09/07/fashion/for-kayden-kross-the-family-business-happens-to-be-porn.html
514,2014-09-14,Sure Enough for the Two of Us,Sharon Goott Nissim,https://www.nytimes.com/2014/09/14/fashion/modern-love-sure-enough-for-the-two-of-us.html
515,2014-09-21,Finding My Own Rescuer,Anna March,https://www.nytimes.com/2014/09/21/fashion/modern-love-finding-my-own-rescuer.html
516,2014-09-28,One Thousand and One Nights of Laundry,,https://www.nytimes.com/2014/09/28/fashion/Modern-Love-one-thousand-and-one-nights-of-laundry.html
517,2014-10-05,"At the Hospital, an Interlude of Clarity",Brian Gittis,https://www.nytimes.com/2014/10/05/fashion/at-the-hospital-an-interlude-of-clarity.html
518,2014-10-12,"In Matters of the Heart, We’re in This Together",Aubrey Hirsch,https://www.nytimes.com/2014/10/12/fashion/modern-love-in-matters-of-the-heart-were-in-this-together.html
519,2014-10-19,Life Was a Roving Party Until I Grew Up,Monica Drake,https://www.nytimes.com/2014/10/19/fashion/life-was-a-roving-party-until-i-grew-up.html
520,2014-10-26,Crossing a Threshold and Not Looking Back,Linnie Greene,https://www.nytimes.com/2014/10/26/fashion/modern-love-crossing-a-threshold-and-not-looking-back.html
521,2014-11-02,It Was in Giving That They Received,,https://www.nytimes.com/2014/11/02/fashion/Modern-Love-perhaps-it-was-in-giving-that-they-received.html
522,2014-11-09,"On the Road to ‘the One,’ Sometimes, a Rest Stop",,https://www.nytimes.com/2014/11/09/fashion/Modern-Love-on-the-road-to-the-one-sometimes-a-rest-stop.html
523,2014-11-16,Under the Spell of a Name,Mikita Brottman,https://www.nytimes.com/2014/11/16/fashion/under-the-spell-of-a-name.html
524,2014-11-23,Reaching Out Between the Bars,Joshua Fattal,https://www.nytimes.com/2014/11/23/fashion/modern-love-reaching-out-between-the-bars.html
525,2014-11-30,Please Forgive My Spotless Home,David McGlynn,https://www.nytimes.com/2014/11/30/fashion/modern-love-please-forgive-my-spotless-home.html
526,2014-12-07,The Houseboy Wanted to Serve Me. I Tried to Oblige.,Eliza Hecht,https://www.nytimes.com/2014/12/07/style/modern-love-houseboy-wanted-to-serve-me.html
527,2014-12-14,An Extra Angel on Top of the Tree,Jessica Strawser,https://www.nytimes.com/2014/12/14/fashion/modern-love-an-extra-angel-on-top-of-the-tree.html
528,2014-12-21,Love Built on Discord,David Busis,https://www.nytimes.com/2014/12/21/style/modern-love-built-on-discord.html
529,2014-12-21,The 10 Best Modern Love Columns Ever,Daniel Jones,https://www.nytimes.com/2014/12/21/style/the-10-best-modern-love-columns-ever.html
530,2014-12-28,I Will Be Your Mother Figure (Updated With Podcast),Rhonda Mawhood Lee,https://www.nytimes.com/2014/12/28/fashion/modern-love-i-will-be-your-mother-figure.html
531,2015-01-04,A Craigslist ‘Missed Connection’ Lure (Updated With Podcast),Rosemary Counter,https://www.nytimes.com/2015/01/04/fashion/modern-love-a-craigslist-missed-connection-lure.html
532,2015-01-09,The 36 Questions That Lead to Love,Daniel Jones,https://www.nytimes.com/2015/01/09/style/no-37-big-wedding-or-small.html
533,2015-01-11,"To Fall in Love With Anyone, Do This",Mandy Len Catron,https://www.nytimes.com/2015/01/11/style/modern-love-to-fall-in-love-with-anyone-do-this.html
534,2015-01-18,How I Came to Live in a Chair Emporium,Peter Mountford,https://www.nytimes.com/2015/01/18/fashion/modern-love-how-i-came-to-live-in-a-chair-emporium.html
535,2015-01-25,"In Manila, Two Seasons, No Regrets",Laurel Fantauzzo,https://www.nytimes.com/2015/01/25/style/modern-love-navigating-manila-with-a-map-a-bicycle-and-a-stormy-heart.html
536,2015-02-01,A Flower Delivery That Brought More Pain Than Pleasure,Ellen Urbani,https://www.nytimes.com/2015/02/01/style/modern-love-a-flower-delivery-that-brought-more-pain-than-pleasure.html
537,2015-02-13,Try the 36 Questions on the Way to Love,,https://www.nytimes.com/2015/02/13/style/the-36-questions-on-the-way-to-love.html
538,2015-02-22,How Hypochondriacs Say ‘I Love You’,Nikki Moustaki,https://www.nytimes.com/2015/02/22/style/how-hypochondriacs-say-i-love-you.html
539,2015-03-01,Bringing a Daughter Back From the Brink With Poems,Betsy MacWhinney,https://www.nytimes.com/2015/03/01/style/bringing-a-daughter-back-from-the-brink-with-poems.html
540,2015-03-08,Finding Equilibrium in Seesawing Libidos (Updated With Podcast),Marc Jaffe,https://www.nytimes.com/2015/03/08/style/finding-equilibrium-in-seesawing-libidos.html
541,2015-03-15,"A Dream, or a Premonition, Leads to a New Beginning",Mary Morris,https://www.nytimes.com/2015/03/15/style/a-dream-or-a-premonition-leads-to-a-new-beginning.html
542,2015-03-22,"Together Always, in Darkness and in Light",Nicole C. Kear,https://www.nytimes.com/2015/03/22/style/together-always-in-darkness-and-in-light.html
543,2015-03-29,An Itemized Marriage Proposal via Voice Mail,Diana Frank,https://www.nytimes.com/2015/03/29/style/an-itemized-marriage-proposal-via-voice-mail.html
544,2015-04-05,"A Forbidden Relationship, From the Other Side of the World",Meghan Austin,https://www.nytimes.com/2015/04/05/style/a-forbidden-relationship-from-the-other-side-of-the-world.html
545,2015-04-12,A Boyfriend Too Good to Be True,Deenie Hartzog-Mislock,https://www.nytimes.com/2015/04/12/style/a-boyfriend-too-good-to-be-true.html
546,2015-04-19,A Generous (and Unwanted) Gift,Michael Bahler,https://www.nytimes.com/2015/04/19/style/a-generous-and-unwanted-gift.html
547,2015-04-26,The Art of Being Apart,Lisa Grunwald,https://www.nytimes.com/2015/04/26/style/the-art-of-being-apart.html
548,2015-05-03,"No Labels, No Drama, Right?",Jordana Narin,https://www.nytimes.com/2015/05/03/style/modern-love-college-essay-winner.html
549,2015-05-10,"Swiping Right on Tinder, but Staying Put",Davis Webster,https://www.nytimes.com/2015/05/10/style/modern-love-tinder-swiping-right-but-staying-put.html
550,2015-05-17,Swearing Off the Modern Man,Jochebed Smith,https://www.nytimes.com/2015/05/17/style/swearing-off-the-modern-man.html
551,2015-05-24,Learning to Embrace Sexuality’s Gray Areas,Adam Lundquist,https://www.nytimes.com/2015/05/24/style/learning-to-embrace-the-gray.html
552,2015-05-31,"After a First Time, Many Second Thoughts",Arla Knudsen,https://www.nytimes.com/2015/05/31/style/after-a-first-time-many-second-thoughts.html
553,2015-06-07,Crawling Back From the Ledge,Alana Romain,https://www.nytimes.com/2015/06/07/style/crawling-back-from-the-ledge.html
554,2015-06-14,Whimsy Just Doesn’t Show Up on a Spreadsheet,Patricia Park,https://www.nytimes.com/2015/06/14/style/whimsy-just-doesnt-show-up-on-a-spreadsheet.html
555,2015-06-21,Missing a Father I Hardly Knew,Bruce Eric Kaplan,https://www.nytimes.com/2015/06/21/style/missing-a-father-i-hardly-knew.html
556,2015-06-28,When an Open Relationship Comes at a Price,Eliza Kennedy,https://www.nytimes.com/2015/06/28/style/when-freedom-comes-at-a-price.html
557,2015-07-05,Asexual and Happy,Kim Kaletsky,https://www.nytimes.com/2015/07/05/fashion/asexual-and-happy.html
558,2015-07-12,"Superheroes, Just for Each Other",Peter S. Goodman,https://www.nytimes.com/2015/07/12/style/superheroes-just-for-each-other.html
559,2015-07-19,The Wedding Toast I’ll Never Give,Ada Calhoun,https://www.nytimes.com/2015/07/19/fashion/the-wedding-toast-ill-never-give.html
560,2015-07-26,Uniting a Mysterious Ring With Its Rightful Owner,Patricia Morrisroe,https://www.nytimes.com/2015/07/26/style/modern-love-uniting-a-mysterious-diamond-ring-with-its-rightful-owner.html
561,2015-08-02,A Kiss Deferred by Civil War,Nikolina Kulidzan,https://www.nytimes.com/2015/08/02/fashion/a-kiss-deferred-by-bosnia-and-herzegovina-civil-war.html
562,2015-08-09,A Millennial’s Guide to Kissing,Emma Court,https://www.nytimes.com/2015/08/09/fashion/a-millennials-guide-to-kissing.html
563,2015-08-16,How a Kitten Eased My Partner’s Depression,Hannah Louise Poston,https://www.nytimes.com/2015/08/16/fashion/how-a-kitten-eased-my-partners-depression.html
564,2015-08-23,Overcoming Love Addiction: One Apple Martini at a Time,,https://www.nytimes.com/2015/08/23/style/overcoming-love-addiction-one-apple-martini-at-a-time.html
565,2015-08-30,No One to Rescue Me From My Drinking,,https://www.nytimes.com/2015/08/30/fashion/alcoholism-no-one-to-rescue-me-from-my-drinking.html
566,2015-09-06,My Father’s Last Romance,,https://www.nytimes.com/2015/09/06/fashion/my-fathers-last-romance.html
567,2015-09-13,The Peril of Not Dying for Love,,https://www.nytimes.com/2015/09/13/fashion/the-peril-of-not-dying-for-love.html
568,2015-09-20,‘Quirkyalone’ Is Still Alone,,https://www.nytimes.com/2015/09/20/fashion/modern-love-quirkyalone-is-still-alone.html
569,2015-09-27,"From Divorce, a Fractured Beauty",,https://www.nytimes.com/2015/09/27/fashion/from-divorce-a-fractured-beauty.html
570,2015-10-04,Taking a Break for Friendship,,https://www.nytimes.com/2015/10/04/fashion/taking-a-break-for-friendship.html
571,2015-10-11,The Original Conscious Uncouplers,,https://www.nytimes.com/2015/10/11/fashion/the-original-conscious-uncouplers.html
572,2015-10-18,"On Tinder, Off Sex",,https://www.nytimes.com/2015/10/18/fashion/on-tinder-off-sex.html
573,2015-10-25,When the Doorman Is Your Main Man,,https://www.nytimes.com/2015/10/25/style/modern-love-when-the-doorman-is-your-main-man.html
574,2015-11-01,A Romance That’s Extra Zesty,,https://www.nytimes.com/2015/11/01/fashion/modern-love-a-romance-thats-extra-zesty.html
575,2015-11-08,"For a Single Mother, an Alternate Reality",,https://www.nytimes.com/2015/11/08/fashion/a-familys-alternate-reality.html
576,2015-11-15,"One Bouquet of Fleeting Beauty, Please",,https://www.nytimes.com/2015/11/15/fashion/one-bouquet-of-fleeting-beauty-please.html
577,2015-11-22,The Five Stages of Ghosting Grief,,https://www.nytimes.com/2015/11/22/fashion/the-five-stages-of-ghosting-grief.html
578,2015-11-29,When Cupid Is a Prying Journalist,,https://www.nytimes.com/2015/11/29/style/modern-love-when-cupid-is-a-prying-journalist.html
579,2015-12-06,Is There a Doctor in the Marriage?,,https://www.nytimes.com/2015/12/06/fashion/is-there-a-doctor-in-the-marriage.html
580,2015-12-13,The Heart Said Yes; the Horoscope Said No,,https://www.nytimes.com/2015/12/13/fashion/the-heart-said-yes-the-hindu-horoscope-said-no.html
581,2015-12-20,"A Culture Gap the Size of an Ocean, Bridged by Facebook",,https://www.nytimes.com/2015/12/20/fashion/a-culture-gap-the-size-of-an-ocean-bridged-by-facebook.html
582,2015-12-27,One Reason Not to Believe in Santa Claus,,https://www.nytimes.com/2015/12/27/fashion/one-reason-not-to-believe-in-santa-claus.html
583,2016-01-03,"Single, and Surrounded by a Wall of Men",Susan M. Gelles,https://www.nytimes.com/2016/01/03/fashion/single-and-surrounded-by-a-wall-of-men.html
584,2016-01-10,"Sharing a Cab, and My Toes",,https://www.nytimes.com/2016/01/10/fashion/sharing-a-cab-and-my-toes.html
585,2016-01-17,The End of Small Talk,,https://www.nytimes.com/2016/01/17/fashion/dating-the-end-of-small-talk.html
586,2016-01-24,"Platonic, Until Death Do Us Part",,https://www.nytimes.com/2016/01/24/fashion/platonic-gay-relationship-couple.html
587,2016-01-31,To Text or Not to Text: A Dating Conundrum,,https://www.nytimes.com/2016/01/31/fashion/dating-texting-rules.html
